customer_id,customer_name,region,segment,gross_sales,discounts,sales_before_returns,refunds,net_sales,sold_units,returned_units,completed_orders,purchasing_customers,aov,unit_return_rate,net_sales_share,is_repeat_customer
C0024,Customer 0024,South,Business,5304.00,243.9500,5060.0500,269.0000,4791.0500,33,1,4,1,1197.7625,0.03030303030303030303030303030,0.002554552809696172945525942863,True
C0025,Customer 0025,East,Business,5442.00,490.3000,4951.7000,0.0000,4951.7000,30,0,5,1,990.3400,0,0.002640210214414906873098968134,True
C0026,Customer 0026,South,Consumer,7188.00,360.2500,6827.7500,188.0000,6639.7500,35,1,5,1,1327.9500,0.02857142857142857142857142857,0.003540266124999773393109209699,True
C0027,Customer 0027,North,Consumer,5323.00,453.3500,4869.6500,0.0000,4869.6500,45,0,5,1,973.9300,0,0.002596461754675273391882866525,True
C0028,Customer 0028,West,Consumer,3917.00,370.7500,3546.2500,0.0000,3546.2500,17,0,3,1,1182.083333333333333333333333,0,0.001890834556388485469379650573,True
C0029,Customer 0029,East,Consumer,5046.00,395.0500,4650.9500,195.0000,4455.9500,31,3,7,1,636.5642857142857142857142857,0.09677419354838709677419354839,0.002375879941216572950943180535,True
C0030,Customer 0030,South,Business,14415.00,1181.4500,13233.5500,266.2000,12967.3500,81,2,8,1,1620.91875,0.02469135802469135802469135802,0.006914096153622623067003232107,True
C0031,Customer 0031,South,Consumer,5075.00,402.8000,4672.2000,0.0000,4672.2000,29,0,5,1,934.4400,0,0.002491182859177520425811943154,True
C0032,Customer 0032,North,Business,3834.00,367.2000,3466.8000,0.0000,3466.8000,18,0,2,1,1733.4000,0,0.001848472397627804420231335244,True
C0033,Customer 0033,South,Business,8091.00,363.7000,7727.3000,500.4500,7226.8500,44,5,5,1,1445.3700,0.1136363636363636363636363636,0.003853303549900916803492795980,True
C0034,Customer 0034,East,Consumer,9533.00,632.0500,8900.9500,159.2000,8741.7500,51,1,6,1,1456.958333333333333333333333,0.01960784313725490196078431373,0.004661037147214393472527193627,True
C0035,Customer 0035,South,Business,1477.00,92.1500,1384.8500,0.0000,1384.8500,6,0,2,1,692.4250,0,0.0007383918887316444419514724276,True
C0036,Customer 0036,West,Consumer,12657.00,1199.2500,11457.7500,379.8000,11077.9500,68,2,8,1,1384.74375,0.02941176470588235294117647059,0.005906681896071574932820387753,True
C0037,Customer 0037,East,Business,4858.00,378.6000,4479.4000,0.0000,4479.4000,26,0,3,1,1493.133333333333333333333333,0,0.002388383309661355463246868319,True
C0038,Customer 0038,South,Consumer,9043.00,1162.0000,7881.0000,997.8000,6883.2000,54,6,7,1,983.3142857142857142857142857,0.1111111111111111111111111111,0.003670071883971300157302505696,True
C0039,Customer 0039,North,Business,8602.00,977.3500,7624.6500,858.6000,6766.0500,57,6,7,1,966.5785714285714285714285714,0.1052631578947368421052631579,0.003607608361015808843171289323,True
C0040,Customer 0040,North,Consumer,6553.00,651.8000,5901.2000,207.9000,5693.3000,32,1,4,1,1423.3250,0.03125,0.003035625909026877496741392910,True
C0041,Customer 0041,West,Business,6793.00,613.4000,6179.6000,0.0000,6179.6000,41,0,6,1,1029.933333333333333333333333,0,0.003294917511359403540804649611,True
C0042,Customer 0042,South,Consumer,8886.00,677.5500,8208.4500,383.2000,7825.2500,50,4,6,1,1304.208333333333333333333333,0.08,0.004172366052133661168632530320,True
C0043,Customer 0043,West,Business,5730.00,403.0000,5327.0000,1283.6000,4043.4000,27,6,3,1,1347.8000,0.2222222222222222222222222222,0.002155911299344716854956553861,True
C0044,Customer 0044,West,Business,3414.00,178.9000,3235.1000,678.6000,2556.5000,19,3,3,1,852.1666666666666666666666667,0.1578947368421052631578947368,0.001363107097189189454344469987,True
C0045,Customer 0045,North,Consumer,3218.00,379.1000,2838.9000,0.0000,2838.9000,29,0,5,1,567.7800,0,0.001513680711210792075860948893,True
C0046,Customer 0046,West,Consumer,8217.00,923.5500,7293.4500,0.0000,7293.4500,44,0,7,1,1041.921428571428571428571429,0,0.003888814182669467563383013739,True
C0047,Customer 0047,West,Consumer,9168.00,802.1500,8365.8500,1223.9500,7141.9000,55,6,8,1,892.7375,0.1090909090909090909090909091,0.003808008831377067148047240445,True
C0048,Customer 0048,East,Consumer,4347.00,376.0000,3971.0000,0.0000,3971.0000,30,0,5,1,794.2000,0,0.002117308149007733746607428249,True
C0049,Customer 0049,North,Consumer,5051.00,628.6000,4422.4000,672.3000,3750.1000,25,3,3,1,1250.033333333333333333333333,0.12,0.001999525885065198268232817093,True
C0050,Customer 0050,North,Business,3718.00,438.2500,3279.7500,0.0000,3279.7500,25,0,4,1,819.9375,0,0.001748738706045861182431556988,True
C0051,Customer 0051,West,Consumer,7656.00,789.9000,6866.1000,0.0000,6866.1000,45,0,6,1,1144.3500,0,0.003660954289071266854087449785,True
C0052,Customer 0052,North,Consumer,2374.00,184.2000,2189.8000,285.0000,1904.8000,12,1,4,1,476.2000,0.08333333333333333333333333333,0.001015625424887920231815116930,True
C0053,Customer 0053,West,Business,10926.00,1223.2500,9702.7500,494.6000,9208.1500,64,6,8,1,1151.01875,0.09375,0.004909718215131091286533163039,True
C0054,Customer 0054,East,Business,8561.00,676.6000,7884.4000,353.6000,7530.8000,48,2,6,1,1255.133333333333333333333333,0.04166666666666666666666666667,0.004015367466267298236955734237,True
C0055,Customer 0055,East,Consumer,9959.00,1221.5000,8737.5000,501.1500,8236.3500,47,4,6,1,1372.7250,0.08510638297872340425531914894,0.004391561564613409177504430031,True
C0056,Customer 0056,North,Consumer,8839.00,608.6000,8230.4000,747.5000,7482.9000,41,3,5,1,1496.5800,0.07317073170731707317073170732,0.003989827536693520738476133176,True
C0057,Customer 0057,South,Business,7705.00,603.1000,7101.9000,0.0000,7101.9000,38,0,4,1,1775.4750,0,0.003786681124008568193158220770,True
C0058,Customer 0058,North,Consumer,10341.00,729.3000,9611.7000,83.7000,9528.0000,61,1,7,1,1361.142857142857142857142857,0.01639344262295081967213114754,0.005080259895176451054564486616,True
C0059,Customer 0059,South,Business,11073.00,1190.9000,9882.1000,379.5000,9502.6000,60,4,6,1,1583.766666666666666666666667,0.06666666666666666666666666667,0.005066716800997454218209959122,True
C0060,Customer 0060,South,Business,5044.00,406.1000,4637.9000,193.8000,4444.1000,29,3,5,1,888.8200,0.1034482758620689655172413793,0.002369561607908655135557308456,True
C0061,Customer 0061,East,Business,2614.00,350.8000,2263.2000,0.0000,2263.2000,19,0,3,1,754.4000,0,0.001206721682909670867620733219,True
C0062,Customer 0062,West,Business,14600.00,1007.0000,13593.0000,188.0000,13405.0000,81,1,12,1,1117.083333333333333333333333,0.01234567901234567901234567901,0.007147447931868212257182718628,True
C0063,Customer 0063,West,Consumer,13552.00,968.1000,12583.9000,1604.0000,10979.9000,72,8,9,1,1219.988888888888888888888889,0.1111111111111111111111111111,0.005854402353384541869648678274,True
C0064,Customer 0064,North,Business,6377.00,625.0500,5751.9500,654.5500,5097.4000,34,7,4,1,1274.3500,0.2058823529411764705882352941,0.002717896388504664316282222300,True
C0065,Customer 0065,East,Consumer,5110.00,255.3500,4854.6500,264.6000,4590.0500,29,1,4,1,1147.5125,0.03448275862068965517241379310,0.002447381080169465697208618996,True
C0066,Customer 0066,North,Business,15673.00,1531.9500,14141.0500,0.0000,14141.0500,77,0,9,1,1571.227777777777777777777778,0,0.007539904407082803650834291925,True
C0067,Customer 0067,East,Business,5987.00,446.9000,5540.1000,0.0000,5540.1000,34,0,5,1,1108.0200,0,0.002953940789805526499516447555,True
C0068,Customer 0068,West,Consumer,3871.00,454.0000,3417.0000,318.4000,3098.6000,20,2,3,1,1032.866666666666666666666667,0.1,0.001652150851300771540477909134,True
C0069,Customer 0069,South,Business,2338.00,190.4000,2147.6000,0.0000,2147.6000,14,0,3,1,715.8666666666666666666666667,0,0.001145084608614708887991466358,True
C0070,Customer 0070,West,Business,3731.00,99.9000,3631.1000,236.5500,3394.5500,27,1,4,1,848.6375,0.03703703703703703703703703704,0.001809949226193453182963043455,True
C0071,Customer 0071,West,Consumer,7628.00,853.8500,6774.1500,390.0000,6384.1500,48,3,8,1,798.01875,0.0625,0.003403982074915065071368373975,True
C0072,Customer 0072,South,Business,5034.00,367.0000,4667.0000,563.4000,4103.6000,22,4,4,1,1025.9000,0.1818181818181818181818181818,0.002188009498934307782064528472,True
C0073,Customer 0073,South,Business,4746.00,230.7000,4515.3000,0.0000,4515.3000,23,0,4,1,1128.8250,0,0.002407524927024583275259763478,True
C0074,Customer 0074,South,Business,4294.00,184.9500,4109.0500,169.2000,3939.8500,27,1,5,1,787.9700,0.03703703703703703703703703704,0.002100699196894515185487604177,True
C0075,Customer 0075,South,Business,14683.00,1072.1000,13610.9000,271.0000,13339.9000,76,1,8,1,1667.4875,0.01315789473684210526315789474,0.007112737088125980208100839107,True
C0076,Customer 0076,East,Consumer,10450.00,902.5000,9547.5000,992.0000,8555.5000,48,4,6,1,1425.916666666666666666666667,0.08333333333333333333333333333,0.004561730009779820213825195764,True
C0077,Customer 0077,West,Consumer,6159.00,634.1000,5524.9000,0.0000,5524.9000,35,0,4,1,1381.2250,0,0.002945836261005496896658620078,True
C0078,Customer 0078,West,Consumer,4707.00,92.0000,4615.0000,279.3000,4335.7000,25,1,2,1,2167.8500,0.04,0.002311763520940022967808065137,True
C0079,Customer 0079,West,Business,6941.00,653.7500,6287.2500,0.0000,6287.2500,35,0,7,1,898.1785714285714285714285714,0,0.003352315703814876353149723812,True
C0080,Customer 0080,East,Consumer,9419.00,1216.6500,8202.3500,784.0000,7418.3500,47,5,7,1,1059.764285714285714285714286,0.1063829787234042553191489362,0.003955409948927605550023977675,True
C0081,Customer 0081,North,Consumer,8933.00,826.5000,8106.5000,0.0000,8106.5000,46,0,7,1,1158.071428571428571428571429,0,0.004322326494568419445195949911,True
C0082,Customer 0082,North,Business,5383.00,492.5500,4890.4500,254.6000,4635.8500,27,2,3,1,1545.283333333333333333333333,0.07407407407407407407407407407,0.002471801305106397000556546524,True
C0083,Customer 0083,West,Consumer,6743.00,711.0500,6031.9500,489.6000,5542.3500,38,5,6,1,923.7250,0.1315789473684210526315789474,0.002955140473345004565728954911,True
C0084,Customer 0084,West,Business,9016.00,554.1000,8461.9000,0.0000,8461.9000,51,0,8,1,1057.7375,0,0.004511823174537532659384889725,True
C0085,Customer 0085,South,Consumer,11818.00,1238.8000,10579.2000,1500.0000,9079.2000,74,5,9,1,1008.8000,0.06756756756756756756756756757,0.004840963018501892780709685861,True
C0086,Customer 0086,North,Business,5472.00,818.1000,4653.9000,0.0000,4653.9000,33,0,5,1,930.7800,0,0.002481425433056432153950216652,True
C0087,Customer 0087,North,Business,9140.00,638.3500,8501.6500,83.7000,8417.9500,47,1,7,1,1202.564285714285714285714286,0.02127659574468085106382978723,0.004488389356066394432700579357,True
C0088,Customer 0088,West,Business,9003.00,653.2500,8349.7500,0.0000,8349.7500,43,0,6,1,1391.6250,0,0.004452025615003103714614800810,True
C0089,Customer 0089,South,Business,7168.00,564.4000,6603.6000,0.0000,6603.6000,42,0,7,1,943.3714285714285714285714286,0,0.003520991209465492462628258167,True
C0090,Customer 0090,West,Business,2505.00,133.2000,2371.8000,634.1000,1737.7000,16,3,5,1,347.5400,0.1875,0.0009265289273560158477662372368,True
C0091,Customer 0091,North,Business,13698.00,1345.5000,12352.5000,290.8000,12061.7000,79,2,8,1,1507.7125,0.02531645569620253164556962025,0.006431210199165596104622215388,True
C0092,Customer 0092,East,Consumer,7166.00,578.2500,6587.7500,0.0000,6587.7500,49,0,5,1,1317.5500,0,0.003512540105420724751753484121,True
C0093,Customer 0093,North,Consumer,8961.00,742.9000,8218.1000,255.6000,7962.5000,43,1,5,1,1592.5000,0.02325581395348837209302325581,0.004245546748041823207595479081,True
C0094,Customer 0094,West,Consumer,16823.00,1756.0000,15067.0000,122.0000,14945.0000,87,1,9,1,1660.555555555555555555555556,0.01149425287356321839080459770,0.007968564665555422020409976120,True
C0095,Customer 0095,East,Consumer,13685.00,1991.7000,11693.3000,1793.2500,9900.0500,80,12,8,1,1237.50625,0.15,0.005278634233337701958725980869,True
C0096,Customer 0096,North,Consumer,2865.00,113.5000,2751.5000,0.0000,2751.5000,24,0,2,1,1375.7500,0,0.001467079670610621859428440903,True
C0097,Customer 0097,West,Business,6970.00,848.9000,6121.1000,249.0000,5872.1000,35,1,6,1,978.6833333333333333333333333,0.02857142857142857142857142857,0.003130960760964067825095310858,True
C0098,Customer 0098,West,Business,2946.00,330.2000,2615.8000,0.0000,2615.8000,18,0,5,1,523.1600,0,0.001394725423362989154967441655,True
C0099,Customer 0099,West,Consumer,4654.00,415.2500,4238.7500,629.8500,3608.9000,23,4,5,1,721.7800,0.1739130434782608695652173913,0.001924239078054396957474577639,True
C0100,Customer 0100,West,Consumer,9954.00,1182.1000,8771.9000,64.8000,8707.1000,57,1,6,1,1451.183333333333333333333333,0.01754385964912280701754385965,0.004642562020706431252854580333,True
C0101,Customer 0101,South,Business,3237.00,292.2500,2944.7500,0.0000,2944.7500,26,0,5,1,588.9500,0,0.001570119156834682435236017208,True
C0102,Customer 0102,North,Consumer,5879.00,454.9000,5424.1000,0.0000,5424.1000,41,0,6,1,904.0166666666666666666666667,0,0.002892090438436879530338290497,True
C0103,Customer 0103,West,Consumer,1350.00,24.4500,1325.5500,0.0000,1325.5500,11,0,3,1,441.8500,0,0.0007067735625578447413285007592,True
C0104,Customer 0104,North,Business,9760.00,746.3000,9013.7000,726.3000,8287.4000,49,3,6,1,1381.233333333333333333333333,0.06122448979591836734693877551,0.004418781051142455968681541392,True
C0105,Customer 0105,South,Business,8666.00,1194.0000,7472.0000,0.0000,7472.0000,44,0,5,1,1494.4000,0,0.003984015736435604773268875314,True
C0106,Customer 0106,East,Business,12341.00,1026.4000,11314.6000,1245.7000,10068.9000,69,13,7,1,1438.414285714285714285714286,0.1884057971014492753623188406,0.005368663818066978172051255173,True
C0107,Customer 0107,South,Consumer,11845.00,1229.5000,10615.5000,416.8000,10198.7000,67,3,8,1,1274.8375,0.04477611940298507462686567164,0.005437872228477757280666124019,True
C0108,Customer 0108,East,Business,10596.00,975.7000,9620.3000,430.4000,9189.9000,61,2,7,1,1312.842857142857142857142857,0.03278688524590163934426229508,0.004899987448644213638365047812,True
C0109,Customer 0109,West,Business,15273.00,1245.6000,14027.4000,516.0000,13511.4000,76,4,10,1,1351.1400,0.05263157894736842105263157895,0.007204179633468419477187510964,True
C0110,Customer 0110,West,Consumer,9641.00,1094.0000,8547.0000,812.8000,7734.2000,48,4,7,1,1104.885714285714285714285714,0.08333333333333333333333333333,0.004123818858236115422566399285,True
C0111,Customer 0111,South,Business,8910.00,738.9000,8171.1000,93.0000,8078.1000,40,1,5,1,1615.6200,0.025,0.004307183822336785187224745942,True
C0112,Customer 0112,South,Business,15184.00,969.8000,14214.2000,1239.4000,12974.8000,87,9,10,1,1297.4800,0.1034482758620689655172413793,0.006918068439120005997351312022,True
C0113,Customer 0113,South,Consumer,4328.00,558.9000,3769.1000,0.0000,3769.1000,25,0,3,1,1256.366666666666666666666667,0,0.002009656546065235271805101438,True
C0114,Customer 0114,North,Business,4796.00,557.3500,4238.6500,0.0000,4238.6500,37,0,5,1,847.7300,0,0.002260017170937202378508581150,True
C0115,Customer 0115,North,Consumer,1729.00,172.9000,1556.1000,241.2000,1314.9000,12,2,2,1,657.4500,0.1666666666666666666666666667,0.0007010950604709818945892992707,True
C0116,Customer 0116,West,Business,6533.00,655.7500,5877.2500,156.0000,5721.2500,36,2,6,1,953.5416666666666666666666667,0.05555555555555555555555555556,0.003050528644550616141470095408,True
C0117,Customer 0117,North,Consumer,3140.00,144.5500,2995.4500,0.0000,2995.4500,20,0,3,1,998.4833333333333333333333333,0,0.001597152025924254860557849647,True
C0118,Customer 0118,West,Business,1432.00,56.9000,1375.1000,0.0000,1375.1000,5,0,1,1,1375.1000,0,0.0007331932600605728216972738818,False
C0119,Customer 0119,North,Business,11489.00,906.0500,10582.9500,1015.2000,9567.7500,78,6,10,1,956.7750,0.07692307692307692307692307692,0.005101454304373896890985449918,True
C0120,Customer 0120,South,Consumer,9440.00,1316.3000,8123.7000,0.0000,8123.7000,47,0,7,1,1160.528571428571428571428571,0,0.004331497408736873995798228371,True
C0121,Customer 0121,West,Business,8291.00,569.5500,7721.4500,749.6000,6971.8500,52,4,6,1,1161.9750,0.07692307692307692307692307692,0.003717339415426735966075295551,True
C0122,Customer 0122,North,Business,13334.00,1225.6000,12108.4000,412.4000,11696.0000,64,4,8,1,1462.0000,0.0625,0.006236221634549094409549353008,True
C0123,Customer 0123,East,Consumer,5313.00,623.1500,4689.8500,107.2000,4582.6500,30,1,4,1,1145.6625,0.03333333333333333333333333333,0.002443435454306293390554150356,True
C0124,Customer 0124,East,Consumer,2970.00,263.5500,2706.4500,219.4500,2487.0000,19,1,3,1,829.0000,0.05263157894736842105263157895,0.001326050205636422520224798301,True
C0125,Customer 0125,South,Business,1880.00,91.4000,1788.6000,159.2000,1629.4000,13,1,2,1,814.7000,0.07692307692307692307692307692,0.0008687841596558049274042164664,True
C0126,Customer 0126,South,Business,7082.00,749.3500,6332.6500,482.6000,5850.0500,36,2,5,1,1170.0100,0.05555555555555555555555555556,0.003119203862277182776212738762,True
C0127,Customer 0127,East,Business,3838.00,257.7500,3580.2500,0.0000,3580.2500,20,0,5,1,716.0500,0,0.001908963107651709581035317297,True
C0128,Customer 0128,West,Business,6732.00,320.8000,6411.2000,0.0000,6411.2000,37,0,5,1,1282.2400,0,0.003418404937023012489612073530,True
C0129,Customer 0129,North,Business,14062.00,1252.2500,12809.7500,368.7000,12441.0500,80,2,10,1,1244.1050,0.025,0.006633476843921598068050955732,True
C0130,Customer 0130,West,Business,5623.00,571.2000,5051.8000,302.4000,4749.4000,27,2,3,1,1583.133333333333333333333333,0.07407407407407407407407407407,0.002532345334398723408747751127,True
C0131,Customer 0131,West,Business,7784.00,489.8000,7294.2000,737.1000,6557.1000,42,4,6,1,1092.8500,0.09523809523809523809523809524,0.003496197749649612427569772795,True
C0132,Customer 0132,North,Consumer,10463.00,719.6000,9743.4000,1461.0000,8282.4000,57,9,7,1,1183.2000,0.1578947368421052631578947368,0.004416115087721393599320413932,True
C0133,Customer 0133,South,Consumer,4381.00,442.2000,3938.8000,72.9000,3865.9000,30,1,3,1,1288.633333333333333333333333,0.03333333333333333333333333333,0.002061269597897002742636529052,True
C0134,Customer 0134,North,Consumer,3400.00,312.7000,3087.3000,94.5000,2992.8000,28,3,4,1,748.2000,0.1071428571428571428571428571,0.001595739065311091804796452093,True
C0135,Customer 0135,West,Consumer,3808.00,378.9000,3429.1000,0.0000,3429.1000,25,0,3,1,1143.033333333333333333333333,0,0.001828371033432994155248434200,True
C0136,Customer 0136,West,Consumer,10711.00,1176.0500,9534.9500,1290.0000,8244.9500,55,6,7,1,1177.8500,0.1090909090909090909090909091,0.004396147021697636452805569262,True
C0137,Customer 0137,South,Consumer,6887.00,909.5500,5977.4500,109.8000,5867.6500,36,1,4,1,1466.9125,0.02777777777777777777777777778,0.003128588053519322316363907419,True
C0138,Customer 0138,South,Business,10901.00,1058.7000,9842.3000,335.9000,9506.4000,66,2,9,1,1056.266666666666666666666667,0.03030303030303030303030303030,0.005068742933197461618924415991,True
C0139,Customer 0139,North,Business,5758.00,575.3500,5182.6500,343.2000,4839.4500,42,5,8,1,604.93125,0.1190476190476190476190476190,0.002580359335612056680941656670,True
C0140,Customer 0140,East,Consumer,7198.00,870.2500,6327.7500,0.0000,6327.7500,41,0,6,1,1054.6250,0,0.003373910007525481544974856233,True
C0141,Customer 0141,East,Consumer,3322.00,401.8000,2920.2000,70.0000,2850.2000,21,2,5,1,570.0400,0.09523809523809523809523809524,0.001519705788542393030617096951,True
C0142,Customer 0142,West,Business,6047.00,688.5500,5358.4500,282.4000,5076.0500,45,3,7,1,725.1500,0.06666666666666666666666666667,0.002706512724696727999110208049,True
C0143,Customer 0143,West,Business,1953.00,165.3000,1787.7000,0.0000,1787.7000,10,0,3,1,595.9000,0,0.0009531885615666395413775118307,True
C0144,Customer 0144,North,Consumer,5464.00,654.5000,4809.5000,0.0000,4809.5000,30,0,5,1,961.9000,0,0.002564390214719893088468503188,True
C0145,Customer 0145,West,Business,2285.00,130.6500,2154.3500,269.0000,1885.3500,15,1,3,1,628.4500,0.06666666666666666666666666667,0.001005254827179987615000331113,True
C0146,Customer 0146,South,Consumer,13770.00,1397.9000,12372.1000,93.0000,12279.1000,69,1,8,1,1534.8875,0.01449275362318840579710144928,0.006547126288713387924444037322,True
C0147,Customer 0147,East,Business,8049.00,582.9000,7466.1000,1116.0000,6350.1000,45,6,8,1,793.7625,0.1333333333333333333333333333,0.003385826864017630336019095976,True
C0148,Customer 0148,East,Consumer,5586.00,371.4000,5214.6000,0.0000,5214.6000,35,0,5,1,1042.9200,0,0.002780386571094366254107049948,True
C0149,Customer 0149,East,Business,5101.00,482.1000,4618.9000,242.1000,4376.8000,28,1,5,1,875.3600,0.03571428571428571428571428571,0.002333677740261155643956532853,True
C0150,Customer 0150,West,Business,5104.00,277.6000,4826.4000,170.1000,4656.3000,24,1,3,1,1552.1000,0.04166666666666666666666666667,0.002482705095498542091243557833,True
C0151,Customer 0151,South,Business,8031.00,611.7500,7419.2500,0.0000,7419.2500,41,0,6,1,1236.541666666666666666666667,0,0.003955889822343396776508980618,True
C0152,Customer 0152,West,Business,7641.00,682.7000,6958.3000,1207.0000,5751.3000,35,5,6,1,958.5500,0.1428571428571428571428571429,0.003066551084711200981330471439,True
C0153,Customer 0153,East,Business,8938.00,788.5000,8149.5000,76.9500,8072.5500,46,1,6,1,1345.4250,0.02173913043478260869565217391,0.004304224602939405957233894462,True
C0154,Customer 0154,North,Business,3240.00,479.6000,2760.4000,0.0000,2760.4000,16,0,3,1,920.1333333333333333333333333,0,0.001471825085500112876891247781,True
C0155,Customer 0155,South,Business,8960.00,1036.2500,7923.7500,548.3000,7375.4500,35,2,4,1,1843.8625,0.05714285714285714285714285714,0.003932535982774890420905504073,True
C0156,Customer 0156,South,Consumer,9860.00,790.1500,9069.8500,1409.6000,7660.2500,60,6,7,1,1094.321428571428571428571429,0.1,0.004084389259238602979715324160,True
C0157,Customer 0157,West,Business,8347.00,611.3000,7735.7000,384.8500,7350.8500,56,3,6,1,1225.141666666666666666666667,0.05357142857142857142857142857,0.003919419442743263563648756973,True
C0158,Customer 0158,East,Consumer,6589.00,444.9500,6144.0500,193.8000,5950.2500,47,3,6,1,991.7083333333333333333333333,0.06382978723404255319148936170,0.003172629769235272658209733049,True
C0159,Customer 0159,West,Business,2623.00,176.9500,2446.0500,0.0000,2446.0500,18,0,3,1,815.3500,0,0.001304215965217921715157164409,True
C0160,Customer 0160,West,Business,5343.00,882.8000,4460.2000,107.2000,4353.0000,34,1,3,1,1451.0000,0.02941176470588235294117647059,0.002320987754376898765797566146,True
C0161,Customer 0161,West,Consumer,14329.00,1090.0000,13239.0000,943.4000,12295.6000,93,5,9,1,1366.177777777777777777777778,0.05376344086021505376344086022,0.006555923968002893743335757938,True
C0162,Customer 0162,South,Consumer,9987.00,925.8000,9061.2000,1027.9500,8033.2500,65,5,8,1,1004.15625,0.07692307692307692307692307692,0.004283270130449855734055432631,True
C0163,Customer 0163,South,Consumer,3358.00,259.9000,3098.1000,1453.5000,1644.6000,19,8,2,1,822.3000,0.4210526315789473684210526316,0.0008768886884558345302620439430,True
C0164,Customer 0164,East,Consumer,2150.00,411.5500,1738.4500,0.0000,1738.4500,13,0,2,1,869.2250,0,0.0009269288218691752031704063557,True
C0165,Customer 0165,West,Consumer,4760.00,188.7500,4571.2500,552.0000,4019.2500,23,3,4,1,1004.8125,0.1304347826086956521739130435,0.002143034696020985610942308232,True
C0166,Customer 0166,North,Business,3700.00,352.2000,3347.8000,0.0000,3347.8000,24,0,4,1,836.9500,0,0.001785022468206520029436501710,True
